pricedSecurityName,PartitionKey,AsOfDate,FxHedgingPercent,EnrichmentStatus,InputModel,OutputModel,EnrichmentInputId,EnrichmentInputIdType,EnrichmentMessages,RMG_SecurityIsProxied,SecurityUpdateTimestamp,EnrichedRML,IsFxModel
ccy://RMG/SEK2,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SEK2""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BOCVN1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCVN1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BCC_ISK1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_ISK1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/CHN2,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CHN2""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BCC_PAB1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_PAB1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/AK29,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK29""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/ISK,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>ISK</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/ISK</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/BHD3,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BHD3""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/FXGBP,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""FXGBP""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/GBPF,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""GBPF""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BOB,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>BOB</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/BOB</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/MDL,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>MDL</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/MDL</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/IDRT,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""IDRT""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/QR_CNH,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""QR_CNH""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/EURKT,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""EURKT""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/KRW5,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KRW5""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/AU2N_UAT,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AU2N_UAT""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BOCINR,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCINR""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BOCSRD,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCSRD""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/SOL1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SOL1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/NGN2,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NGN2""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BOCXCD,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCXCD""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/CDF_TCXF,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CDF_TCXF""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/JPYT,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""JPYT""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/NAD,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>NAD</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/NAD</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
