Portfolio,HoldingId,HoldingUniqueName,BaseHoldingUniqueName,BaseHoldingId,Amount,IsRelative,IsShortBase,IsBlend,IsFilter,IsShareClassArtificial,IsHoldingGroupByWeightedHolding,BasePortfolio,BenchmarkPortfolio,BenchmarkMethod,BaseBenchmark,FxHedgingPercent,RawFxHedgingPercent,BlendLoadStatus,BlendLoadMessage,LookThroughPortfolio,LookThroughLoadStatus,LookThroughLoadMessage,ProcessDate,HoldingUpdateTimestamp,HoldingSource,Holding Path,Level0,Level1,Level2,Level3,Level4,Level5,Level6,Level7,Level8,Level9,Level10,FundLevel0,FundLevel1,FundLevel2,FundLevel3,FundLevel4,FundLevel5,FundLevel6,FundLevel7,FundLevel8,FundLevel9,FundLevel10,PartitionKey,AsOfDate
EQ-Oil & Gas exploration Fund,3087028_3087060,"MemberUniqueName{id='3087028_3087060', name='Murphy Oil Ord Shs'}","MemberUniqueName{id='3087028_3087060', name='Murphy Oil Ord Shs'}",3087028_3087060,126483.1425,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.352029900,Test blend-202112310 - Copy.xml,3087028_3087060,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Murphy Oil Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,12,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087078,"MemberUniqueName{id='3087028_3087078', name='Valero Energy Ord Shs'}","MemberUniqueName{id='3087028_3087078', name='Valero Energy Ord Shs'}",3087028_3087078,37803.68139,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.334026800,Test blend-202112310 - Copy.xml,3087028_3087078,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Valero Energy Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,12,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087051,"MemberUniqueName{id='3087028_3087051', name='Green Plains Ord Shs'}","MemberUniqueName{id='3087028_3087051', name='Green Plains Ord Shs'}",3087028_3087051,50016.84857,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.359539400,Test blend-202112310 - Copy.xml,3087028_3087051,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Green Plains Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,2,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087043,"MemberUniqueName{id='3087028_3087043', name='Delek US Holdings Ord Shs'}","MemberUniqueName{id='3087028_3087043', name='Delek US Holdings Ord Shs'}",3087028_3087043,43899.84032,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.364539500,Test blend-202112310 - Copy.xml,3087028_3087043,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Delek US Holdings Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,2,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087069,"MemberUniqueName{id='3087028_3087069', name='Phillips 66 Ord Shs'}","MemberUniqueName{id='3087028_3087069', name='Phillips 66 Ord Shs'}",3087028_3087069,33766.61275,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.345030100,Test blend-202112310 - Copy.xml,3087028_3087069,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Phillips 66 Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,2,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087036,"MemberUniqueName{id='3087028_3087036', name='Callon Petroleum Ord Shs'}","MemberUniqueName{id='3087028_3087036', name='Callon Petroleum Ord Shs'}",3087028_3087036,60404.45347,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.367540400,Test blend-202112310 - Copy.xml,3087028_3087036,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Callon Petroleum Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,0,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087070,"MemberUniqueName{id='3087028_3087070', name='Pioneer Natural Resource Ord Shs'}","MemberUniqueName{id='3087028_3087070', name='Pioneer Natural Resource Ord Shs'}",3087028_3087070,18620.90359,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.343029500,Test blend-202112310 - Copy.xml,3087028_3087070,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Pioneer Natural Resource Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,0,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087075,"MemberUniqueName{id='3087028_3087075', name='Southwestern Energy Ord Shs'}","MemberUniqueName{id='3087028_3087075', name='Southwestern Energy Ord Shs'}",3087028_3087075,512933.3432,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.337026200,Test blend-202112310 - Copy.xml,3087028_3087075,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Southwestern Energy Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,0,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087071,"MemberUniqueName{id='3087028_3087071', name='REX American Resources Ord Shs'}","MemberUniqueName{id='3087028_3087071', name='REX American Resources Ord Shs'}",3087028_3087071,1124.306218,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.343029500,Test blend-202112310 - Copy.xml,3087028_3087071,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,REX American Resources Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,0,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087045,"MemberUniqueName{id='3087028_3087045', name='Devon Energy Ord Shs'}","MemberUniqueName{id='3087028_3087045', name='Devon Energy Ord Shs'}",3087028_3087045,102564.643,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.363540800,Test blend-202112310 - Copy.xml,3087028_3087045,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Devon Energy Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,0,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087044,"MemberUniqueName{id='3087028_3087044', name='Denbury Ord Shs'}","MemberUniqueName{id='3087028_3087044', name='Denbury Ord Shs'}",3087028_3087044,32559.01282,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.363540800,Test blend-202112310 - Copy.xml,3087028_3087044,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Denbury Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,0,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087067,"MemberUniqueName{id='3087028_3087067', name='PDC Energy Ord Shs'}","MemberUniqueName{id='3087028_3087067', name='PDC Energy Ord Shs'}",3087028_3087067,40225.52897,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.346030100,Test blend-202112310 - Copy.xml,3087028_3087067,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,PDC Energy Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,0,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087033,"MemberUniqueName{id='3087028_3087033', name='Brigham Minerals Ord Shs Class A'}","MemberUniqueName{id='3087028_3087033', name='Brigham Minerals Ord Shs Class A'}",3087028_3087033,15174.714,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.369542,Test blend-202112310 - Copy.xml,3087028_3087033,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Brigham Minerals Ord Shs Class A,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,0,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087053,"MemberUniqueName{id='3087028_3087053', name='HollyFrontier Ord Shs'}","MemberUniqueName{id='3087028_3087053', name='HollyFrontier Ord Shs'}",3087028_3087053,88451.59246,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.357539500,Test blend-202112310 - Copy.xml,3087028_3087053,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,HollyFrontier Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,0,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087042,"MemberUniqueName{id='3087028_3087042', name='Continental Resources Ord Shs'}","MemberUniqueName{id='3087028_3087042', name='Continental Resources Ord Shs'}",3087028_3087042,83677.99178,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.364539500,Test blend-202112310 - Copy.xml,3087028_3087042,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Continental Resources Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,0,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087037,"MemberUniqueName{id='3087028_3087037', name='Centennial Resource Development Ord Shs Class A'}","MemberUniqueName{id='3087028_3087037', name='Centennial Resource Development Ord Shs Class A'}",3087028_3087037,311425.8017,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.367540400,Test blend-202112310 - Copy.xml,3087028_3087037,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Centennial Resource Development Ord Shs Class A,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,0,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087055,"MemberUniqueName{id='3087028_3087055', name='Laredo Petroleum Ord Shs'}","MemberUniqueName{id='3087028_3087055', name='Laredo Petroleum Ord Shs'}",3087028_3087055,16019.87618,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.355540100,Test blend-202112310 - Copy.xml,3087028_3087055,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Laredo Petroleum Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,18,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087073,"MemberUniqueName{id='3087028_3087073', name='Renewable Energy Ord Shs'}","MemberUniqueName{id='3087028_3087073', name='Renewable Energy Ord Shs'}",3087028_3087073,46715.32563,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.340030500,Test blend-202112310 - Copy.xml,3087028_3087073,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Renewable Energy Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,18,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087031,"MemberUniqueName{id='3087028_3087031', name='Alto Ingredients Ord Shs'}","MemberUniqueName{id='3087028_3087031', name='Alto Ingredients Ord Shs'}",3087028_3087031,174211.0948,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.371540,Test blend-202112310 - Copy.xml,3087028_3087031,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Alto Ingredients Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,18,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087079,"MemberUniqueName{id='3087028_3087079', name='Whiting Petroleum Ord Shs'}","MemberUniqueName{id='3087028_3087079', name='Whiting Petroleum Ord Shs'}",3087028_3087079,28970.47521,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.332026700,Test blend-202112310 - Copy.xml,3087028_3087079,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Whiting Petroleum Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,11,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087061,"MemberUniqueName{id='3087028_3087061', name='New Fortress Energy Ord Shs Class A'}","MemberUniqueName{id='3087028_3087061', name='New Fortress Energy Ord Shs Class A'}",3087028_3087061,29959.26448,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.351031100,Test blend-202112310 - Copy.xml,3087028_3087061,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,New Fortress Energy Ord Shs Class A,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,11,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087052,"MemberUniqueName{id='3087028_3087052', name='Hess Ord Shs'}","MemberUniqueName{id='3087028_3087052', name='Hess Ord Shs'}",3087028_3087052,33972.76717,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.358539600,Test blend-202112310 - Copy.xml,3087028_3087052,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Hess Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,1,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087049,"MemberUniqueName{id='3087028_3087049', name='Exxon Mobil Ord Shs'}","MemberUniqueName{id='3087028_3087049', name='Exxon Mobil Ord Shs'}",3087028_3087049,49588.43495,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.360539900,Test blend-202112310 - Copy.xml,3087028_3087049,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Exxon Mobil Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,4,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087068,"MemberUniqueName{id='3087028_3087068', name='Par Pacific Holdings Ord Shs'}","MemberUniqueName{id='3087028_3087068', name='Par Pacific Holdings Ord Shs'}",3087028_3087068,21430.8238,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.346030100,Test blend-202112310 - Copy.xml,3087028_3087068,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Par Pacific Holdings Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,3,2024-09-02
EQ-Oil & Gas exploration Fund,3087028_3087050,"MemberUniqueName{id='3087028_3087050', name='Gevo Ord Shs'}","MemberUniqueName{id='3087028_3087050', name='Gevo Ord Shs'}",3087028_3087050,396642.1786,false,false,false,false,false,false,N/A,N/A,N/A,portfolio,0.0,NaN,N/A,N/A,N/A,N/A,N/A,2024-11-20,2024-11-20T10:55:27.360539900,Test blend-202112310 - Copy.xml,3087028_3087050,EQ-Oil & Gas exploration Fund,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,Gevo Ord Shs,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,_DATAMEMBER_,3,2024-09-02
